"","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU_1","Archaea","Geothermarchaeota","Unclassified_Geothermarchaeota","Unclassified_Geothermarchaeota","Unclassified_Geothermarchaeota","Unclassified_Geothermarchaeota","Unclassified_Geothermarchaeota"
"OTU_2","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_3","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Unclassified_Arcobacteraceae","Unclassified_Arcobacteraceae"
"OTU_4","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Staphylothermus","Unclassified_Staphylothermus"
"OTU_5","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_6","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","Unclassified_Sulfurovum"
"OTU_7","Bacteria","Desulfobacterota","Dissulfuribacteria","Dissulfuribacterales","Dissulfuribacteraceae","Unclassified_Dissulfuribacteraceae","Unclassified_Dissulfuribacteraceae"
"OTU_8","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Unclassified_Campylobacter"
"OTU_10","Bacteria","Acetothermia","Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia"
"OTU_11","Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes VC2.1 Bac22","Unclassified_Bacteroidetes VC2.1 Bac22","Unclassified_Bacteroidetes VC2.1 Bac22","Unclassified_Bacteroidetes VC2.1 Bac22"
"OTU_12","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","Galenea","Galenea microaerophila"
"OTU_13","Bacteria","Thermosulfidibacterota","Thermosulfidibacteria","Thermosulfidibacterales","Unclassified_Thermosulfidibacterales","Unclassified_Thermosulfidibacterales","Unclassified_Thermosulfidibacterales"
"OTU_14","Bacteria","Proteobacteria","Gammaproteobacteria","B2M28","Unclassified_B2M28","Unclassified_B2M28","Unclassified_B2M28"
"OTU_15","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","Unclassified_Sulfurovum"
"OTU_16","Archaea","Thermoplasmatota","Thermoplasmata","JdFR-43","Unclassified_JdFR-43","Unclassified_JdFR-43","Unclassified_JdFR-43"
"OTU_17","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Unclassified_Arcobacteraceae","Unclassified_Arcobacteraceae"
"OTU_18","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","Unclassified_Desulfatiglans"
"OTU_19","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_20","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Unclassified_Enterobacterales","Unclassified_Enterobacterales","Unclassified_Enterobacterales"
"OTU_21","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Unclassified_Actinomarinales","Unclassified_Actinomarinales","Unclassified_Actinomarinales"
"OTU_22","Bacteria","Acetothermia","Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia"
"OTU_23","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_24","Bacteria","Thermosulfidibacterota","Thermosulfidibacteria","Thermosulfidibacterales","Unclassified_Thermosulfidibacterales","Unclassified_Thermosulfidibacterales","Unclassified_Thermosulfidibacterales"
"OTU_25","Bacteria","Acetothermia","Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia"
"OTU_26","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Unclassified_Desulfatiglandaceae","Unclassified_Desulfatiglandaceae"
"OTU_27","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","Unclassified_SEEP-SRB1"
"OTU_28","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","Thiogranum","Unclassified_Thiogranum"
"OTU_29","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Unclassified_Sva0081 sediment group"
"OTU_30","Bacteria","Firmicutes","TTA-B61","Unclassified_TTA-B61","Unclassified_TTA-B61","Unclassified_TTA-B61","Unclassified_TTA-B61"
"OTU_31","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Unclassified_Chromatiales","Unclassified_Chromatiales","Unclassified_Chromatiales"
"OTU_32","Archaea","Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota"
"OTU_33","Bacteria","Sva0485","Unclassified_Sva0485","Unclassified_Sva0485","Unclassified_Sva0485","Unclassified_Sva0485","Unclassified_Sva0485"
"OTU_34","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_35","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","JdFR-76","Unclassified_JdFR-76"
"OTU_36","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muriicola","Unclassified_Muriicola"
"OTU_37","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Unclassified_Pelagibacterales","Unclassified_Pelagibacterales","Unclassified_Pelagibacterales"
"OTU_38","Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes VC2.1 Bac22","Unclassified_Bacteroidetes VC2.1 Bac22","Unclassified_Bacteroidetes VC2.1 Bac22","Unclassified_Bacteroidetes VC2.1 Bac22"
"OTU_39","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Unclassified_Aminicenantales","Unclassified_Aminicenantales","Unclassified_Aminicenantales"
"OTU_40","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Candidatus Thiobios","Unclassified_Candidatus Thiobios"
"OTU_41","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Arcticiflavibacter","Unclassified_Arcticiflavibacter"
"OTU_42","Bacteria","Calditrichota","Calditrichia","Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales"
"OTU_43","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Geopsychrobacteraceae","Unclassified_Geopsychrobacteraceae","Unclassified_Geopsychrobacteraceae"
"OTU_44","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_45","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales"
"OTU_46","Bacteria","Chloroflexi","Anaerolineae","MSB-5E12","Unclassified_MSB-5E12","Unclassified_MSB-5E12","Unclassified_MSB-5E12"
"OTU_47","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","Unclassified_SB-5","Unclassified_SB-5"
"OTU_48","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 23","Unclassified_Subgroup 23"
"OTU_49","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","Unclassified_SEEP-SRB1"
"OTU_50","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Unclassified_Desulfocapsaceae","Unclassified_Desulfocapsaceae"
"OTU_51","Bacteria","Aerophobota","Aerophobia","Aerophobales","Unclassified_Aerophobales","Unclassified_Aerophobales","Unclassified_Aerophobales"
"OTU_52","Bacteria","Gracilibacteria phylum incertae sedis","Gracilibacteria","Absconditabacteriales (SR1)","Unclassified_Absconditabacteriales (SR1)","Unclassified_Absconditabacteriales (SR1)","Unclassified_Absconditabacteriales (SR1)"
"OTU_53","Archaea","Nanoarchaeota","Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia"
"OTU_54","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","endosymbionts (Thiomicrospiraceae)","Unclassified_endosymbionts (Thiomicrospiraceae)"
"OTU_55","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Unclassified_Sva0081 sediment group"
"OTU_56","Bacteria","Calditrichota","Calditrichia","Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales"
"OTU_57","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Unclassified_Thiotrichaceae","Unclassified_Thiotrichaceae"
"OTU_58","Archaea","Thermoplasmatota","Thermoplasmata","Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1"
"OTU_59","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified_Rhodobacteraceae","Unclassified_Rhodobacteraceae"
"OTU_60","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"OTU_61","Bacteria","Desulfobacterota","Incertae Sedis (Desulfobacterota)","Unclassified_Incertae Sedis (Desulfobacterota)","Unclassified_Incertae Sedis (Desulfobacterota)","Unclassified_Incertae Sedis (Desulfobacterota)","Unclassified_Incertae Sedis (Desulfobacterota)"
"OTU_62","Bacteria","Acidobacteriota","Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22"
"OTU_63","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Unclassified_Syntrophobacterales","Unclassified_Syntrophobacterales","Unclassified_Syntrophobacterales"
"OTU_64","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Unclassified_Desulfobacterales","Unclassified_Desulfobacterales","Unclassified_Desulfobacterales"
"OTU_65","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified_Xanthobacteraceae","Unclassified_Xanthobacteraceae"
"OTU_66","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","Unclassified_Sulfurovum"
"OTU_67","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas","Unclassified_Pseudoalteromonas"
"OTU_68","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_69","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","PHOS-HE36","Unclassified_PHOS-HE36","Unclassified_PHOS-HE36"
"OTU_70","Archaea","Korarchaeota","Korarchaeia","Korarchaeales","Korarchaeaceae","Candidatus Korarchaeum","Unclassified_Candidatus Korarchaeum"
"OTU_71","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Unclassified_Campylobacterales","Unclassified_Campylobacterales","Unclassified_Campylobacterales"
"OTU_72","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Unclassified_Latescibacterales","Unclassified_Latescibacterales","Unclassified_Latescibacterales"
"OTU_73","Archaea","Thermoplasmatota","Thermoplasmata","Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1"
"OTU_75","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Unclassified_Bacillaceae","Unclassified_Bacillaceae"
"OTU_76","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7","Unclassified_IheB3-7"
"OTU_77","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"OTU_78","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","Unclassified_SB-5","Unclassified_SB-5"
"OTU_79","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Unclassified_Thiotrichaceae","Unclassified_Thiotrichaceae"
"OTU_81","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","Unclassified_Sulfurospirillum"
"OTU_82","Bacteria","Chloroflexi","Anaerolineae","SJA-15","Unclassified_SJA-15","Unclassified_SJA-15","Unclassified_SJA-15"
"OTU_83","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldibacillus","Unclassified_Caldibacillus"
"OTU_84","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unclassified_Pirellulaceae","Unclassified_Pirellulaceae"
"OTU_85","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Unclassified_Omnitrophaceae","Unclassified_Omnitrophaceae"
"OTU_86","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","Thiomicrorhabdus","Unclassified_Thiomicrorhabdus"
"OTU_87","Bacteria","Chloroflexi","Anaerolineae","Thermoflexales","Unclassified_Thermoflexales","Unclassified_Thermoflexales","Unclassified_Thermoflexales"
"OTU_88","Bacteria","Proteobacteria","Gammaproteobacteria","1013-28-CG33","Unclassified_1013-28-CG33","Unclassified_1013-28-CG33","Unclassified_1013-28-CG33"
"OTU_89","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","Unclassified_0319-6G20","Unclassified_0319-6G20","Unclassified_0319-6G20"
"OTU_90","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","Unclassified_Sulfurovum"
"OTU_91","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","Unclassified_Spirochaeta 2"
"OTU_92","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_93","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unclassified_Anaerolineaceae","Unclassified_Anaerolineaceae"
"OTU_94","Bacteria","Calditrichota","Calditrichia","Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales"
"OTU_95","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_96","Archaea","Thermoplasmatota","Unclassified_Thermoplasmatota","Unclassified_Thermoplasmatota","Unclassified_Thermoplasmatota","Unclassified_Thermoplasmatota","Unclassified_Thermoplasmatota"
"OTU_97","Bacteria","Acetothermia","Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia","Unclassified_Acetothermiia"
"OTU_98","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Unclassified_Bacteroidetes BD2-2","Unclassified_Bacteroidetes BD2-2"
"OTU_99","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_100","Bacteria","Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota"
"OTU_101","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Unclassified_Spirochaeta"
"OTU_102","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_103","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade","Unclassified_OM60(NOR5) clade"
"OTU_104","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group","Unclassified_AEGEAN-169 marine group","Unclassified_AEGEAN-169 marine group"
"OTU_105","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_106","Bacteria","Chloroflexi","Anaerolineae","Unclassified_Anaerolineae","Unclassified_Anaerolineae","Unclassified_Anaerolineae","Unclassified_Anaerolineae"
"OTU_107","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Caldithrix","Caldithrix palaeochoryensis"
"OTU_108","Bacteria","Chloroflexi","Anaerolineae","SBR1031","Unclassified_SBR1031","Unclassified_SBR1031","Unclassified_SBR1031"
"OTU_109","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Unclassified_Spirochaetaceae","Unclassified_Spirochaetaceae"
"OTU_110","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Pyrodictiaceae","Unclassified_Pyrodictiaceae","Unclassified_Pyrodictiaceae"
"OTU_111","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_112","Bacteria","Chloroflexi","Anaerolineae","SJA-15","Unclassified_SJA-15","Unclassified_SJA-15","Unclassified_SJA-15"
"OTU_113","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Unclassified_Actinomarinales","Unclassified_Actinomarinales","Unclassified_Actinomarinales"
"OTU_114","Bacteria","Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota"
"OTU_115","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales"
"OTU_116","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"OTU_117","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_118","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Unclassified_Desulfobacteraceae","Unclassified_Desulfobacteraceae"
"OTU_119","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcina","Unclassified_Desulfosarcina"
"OTU_120","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Unclassified_Aminicenantales","Unclassified_Aminicenantales","Unclassified_Aminicenantales"
"OTU_121","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unclassified_Anaerolineaceae","Unclassified_Anaerolineaceae"
"OTU_122","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","Unclassified_Desulfatiglans"
"OTU_123","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Unclassified_Desulfatiglandaceae","Unclassified_Desulfatiglandaceae"
"OTU_125","Bacteria","Acetothermia","Unclassified_Acetothermia","Unclassified_Acetothermia","Unclassified_Acetothermia","Unclassified_Acetothermia","Unclassified_Acetothermia"
"OTU_126","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Unclassified_Aminicenantales","Unclassified_Aminicenantales","Unclassified_Aminicenantales"
"OTU_128","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Unclassified_Arenicellaceae","Unclassified_Arenicellaceae"
"OTU_129","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Unclassified_Calditrichaceae","Unclassified_Calditrichaceae"
"OTU_130","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","Unclassified_Sulfurovum"
"OTU_131","Bacteria","LCP-89","Unclassified_LCP-89","Unclassified_LCP-89","Unclassified_LCP-89","Unclassified_LCP-89","Unclassified_LCP-89"
"OTU_132","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Calorithrix","Unclassified_Calorithrix"
"OTU_133","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales"
"OTU_134","Archaea","Geothermarchaeota","Unclassified_Geothermarchaeota","Unclassified_Geothermarchaeota","Unclassified_Geothermarchaeota","Unclassified_Geothermarchaeota","Unclassified_Geothermarchaeota"
"OTU_135","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Unclassified_Sva0081 sediment group"
"OTU_136","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Unclassified_Sva0081 sediment group"
"OTU_137","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Unclassified_Calditrichaceae","Unclassified_Calditrichaceae"
"OTU_138","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"OTU_139","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Ignisphaeraceae","Unclassified_Ignisphaeraceae","Unclassified_Ignisphaeraceae"
"OTU_140","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maritimimonas","Unclassified_Maritimimonas"
"OTU_141","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","LCP-80","Unclassified_LCP-80"
"OTU_142","Bacteria","Chloroflexi","KD4-96","Unclassified_KD4-96","Unclassified_KD4-96","Unclassified_KD4-96","Unclassified_KD4-96"
"OTU_143","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unclassified_Pirellulaceae","Unclassified_Pirellulaceae"
"OTU_144","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Unclassified_Syntrophobacterales","Unclassified_Syntrophobacterales","Unclassified_Syntrophobacterales"
"OTU_145","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","PHOS-HE36","Unclassified_PHOS-HE36","Unclassified_PHOS-HE36"
"OTU_146","Archaea","Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota"
"OTU_147","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Unclassified_Bifidobacterium"
"OTU_148","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"OTU_149","Bacteria","Chloroflexi","Dehalococcoidia","FW22","Unclassified_FW22","Unclassified_FW22","Unclassified_FW22"
"OTU_150","Bacteria","Chloroflexi","Anaerolineae","SBR1031","Unclassified_SBR1031","Unclassified_SBR1031","Unclassified_SBR1031"
"OTU_151","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Unclassified_Latescibacterales","Unclassified_Latescibacterales","Unclassified_Latescibacterales"
"OTU_152","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","Unclassified_Sulfurospirillum"
"OTU_153","Bacteria","Planctomycetota","Brocadiae","SM23-32","Unclassified_SM23-32","Unclassified_SM23-32","Unclassified_SM23-32"
"OTU_154","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7","Unclassified_IheB3-7"
"OTU_155","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Unclassified_Calditrichaceae","Unclassified_Calditrichaceae"
"OTU_156","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","Unclassified_Candidatus Omnitrophus"
"OTU_157","Archaea","Thermoplasmatota","Thermoplasmata","Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1","Unclassified_Marine Benthic Group D and DHVEG-1"
"OTU_158","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_159","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Unclassified_Aminicenantales","Unclassified_Aminicenantales","Unclassified_Aminicenantales"
"OTU_160","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","Unclassified_Thiomicrospiraceae","Unclassified_Thiomicrospiraceae"
"OTU_161","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","JdFR-76","Unclassified_JdFR-76"
"OTU_162","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Unclassified_Arcobacteraceae","Unclassified_Arcobacteraceae"
"OTU_163","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","Unclassified_Sulfurovum"
"OTU_164","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales"
"OTU_165","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","Unclassified_Desulfatiglans"
"OTU_166","Bacteria","Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)"
"OTU_167","Bacteria","Aerophobota","Aerophobia","Aerophobales","Unclassified_Aerophobales","Unclassified_Aerophobales","Unclassified_Aerophobales"
"OTU_168","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Unclassified_Desulfosarcinaceae","Unclassified_Desulfosarcinaceae"
"OTU_169","Bacteria","Thermotogota","Thermotogae","Unclassified_Thermotogae","Unclassified_Thermotogae","Unclassified_Thermotogae","Unclassified_Thermotogae"
"OTU_170","Bacteria","Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)"
"OTU_171","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Unclassified_Desulfosarcinaceae","Unclassified_Desulfosarcinaceae"
