	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_14743	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14744	Bacteria	Planctomycetota	OM190				
OTU_14745	Bacteria	Latescibacterota					
OTU_14746	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_14747	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14748	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14749	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14750	Bacteria	Acidobacteriota	Acidobacteria group 21				
OTU_14751	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14752	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	
OTU_14753	Bacteria	Latescibacterota					
OTU_14754	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14755	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae		
OTU_14756	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_14757	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			
OTU_14758	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_14759	Bacteria	Planctomycetota	Phycisphaerae	CCM11a			
OTU_14760	Bacteria	Elusimicrobiota	Lineage IIb				
OTU_14761	Bacteria	Zixibacteria					
OTU_14762	Bacteria	Elusimicrobiota	Lineage IIb				
OTU_14763	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14764	Bacteria	Desulfobacterota					
OTU_14765	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales			
OTU_14766	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14767	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			
OTU_14768	Bacteria	Chloroflexi	Anaerolineae				
OTU_14769	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales			
OTU_14770	Archaea	Nanoarchaeota					
OTU_14771	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales			
OTU_14772	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14773	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales			
OTU_14774	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14775	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14776	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_14777	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14778	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14779	Eukaryota (Chloroplast)						
OTU_14780	Bacteria	Desulfobacterota	Desulfuromonadia	PB19			
OTU_14781	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales			
OTU_14782	Bacteria	Verrucomicrobiota	Chlamydiae				
OTU_14783	Bacteria	MBNT15					
OTU_14784	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales			
OTU_14785	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14786	Bacteria	Calditrichota	Calditrichia				
OTU_14787	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales			
OTU_14788	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	
OTU_14789	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_14790	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14791	Bacteria	Planctomycetota	Phycisphaerae	Amsterdam-1B-07			
OTU_14792	Bacteria	Planctomycetota	Planctomycetes	Pirellulales			
OTU_14793	Bacteria	Myxococcota	bacteriap25				
OTU_14794	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14795	Bacteria	Fibrobacterota	Fibrobacteria				
OTU_14796	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14797							
OTU_14798	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	
OTU_14799							
OTU_14800	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales			
OTU_14801	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae		
OTU_14802	Bacteria						
OTU_14803	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14804	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14805	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14806	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae		
OTU_14807	Bacteria	Bdellovibrionota	Oligoflexia				
OTU_14808	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_14809	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14810	Bacteria	Planctomycetota					
OTU_14811	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14812	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU_14813	Bacteria	Spirochaetota	Spirochaetia				
OTU_14814	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14815	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae		
OTU_14816	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SM23-30		
OTU_14817	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14818	Bacteria	Myxococcota	Polyangia	VHS-B3-70			
OTU_14819	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14820	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14821	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14822	Bacteria	Gemmatimonadota	MD2902-B12				
OTU_14823	Bacteria	Myxococcota	bacteriap25				
OTU_14824	Archaea						
OTU_14825	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_14826	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales			
OTU_14827	Bacteria	Nitrospinota	P9X2b3D02				
OTU_14828	Bacteria	Proteobacteria					
OTU_14829	Bacteria	Myxococcota	bacteriap25				
OTU_14830	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14831							
OTU_14832	Bacteria						
OTU_14833	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae		
OTU_14834	Bacteria	Spirochaetota	Spirochaetia				
OTU_14835	Archaea						
OTU_14836	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales			
OTU_14837	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_14838	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_14839	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14840	Bacteria	Zixibacteria					
OTU_14841	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_14842	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales			
OTU_14843	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14844	Eukaryota (Chloroplast)						
OTU_14845	Bacteria	Planctomycetota	Pla3 lineage				
OTU_14846	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14847	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14848	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_14849	Bacteria	Chloroflexi	Anaerolineae				
OTU_14850	Bacteria	Planctomycetota	Phycisphaerae	mle1-8			
OTU_14851	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14852	Bacteria	Planctomycetota	Phycisphaerae	MSBL9			
OTU_14853	Bacteria	Planctomycetota	Phycisphaerae	CCM11a			
OTU_14854	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae		
OTU_14855	Bacteria	Desulfobacterota	Desulfuromonadia	PB19			
OTU_14856	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae		
OTU_14857	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14858	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14859	Bacteria	Modulibacteria	Moduliflexia	Moduliflexales			
OTU_14860	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales			
OTU_14861	Bacteria	Myxococcota	Polyangia				
OTU_14862	Bacteria	Elusimicrobiota	Elusimicrobia				
OTU_14863	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_14864	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14865	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14866	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae		
OTU_14867	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales			
OTU_14868	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales			
OTU_14869							
OTU_14870	Bacteria	Planctomycetota	Planctomycetes				
OTU_14871	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14872	Bacteria	Planctomycetota	Phycisphaerae	MSBL9			
OTU_14873	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14874	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14875	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14876	Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88			
OTU_14877	Bacteria	Acidobacteriota	AT-s3-28				
OTU_14878	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14879	Bacteria	Sumerlaeota	Sumerlaeia				
OTU_14880	Bacteria	Planctomycetota	Phycisphaerae	MSBL9			
OTU_14881	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14882	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14883	Bacteria	LCP-89					
OTU_14884	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14885	Bacteria	Planctomycetota	Planctomycetes				
OTU_14886	Bacteria	Planctomycetota	Phycisphaerae	CCM11a			
OTU_14887	Bacteria	Latescibacterota					
OTU_14888	Bacteria	Myxococcota	bacteriap25				
OTU_14889	Bacteria	Margulisbacteria					
OTU_14891	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales			
OTU_14892	Bacteria	Chloroflexi	Dehalococcoidia				
OTU_14893	Bacteria	Elusimicrobiota	Elusimicrobia				
OTU_14894	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales			
OTU_14895	Bacteria	Planctomycetota	vadinHA49				
OTU_14896	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14897	Bacteria	Verrucomicrobiota	Omnitrophia				
OTU_14898	Bacteria	Elusimicrobiota	Rs-M47				
OTU_14899	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales			
OTU_14900	Bacteria	Margulisbacteria					
OTU_14901	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14902	Bacteria	Firmicutes	Proteinivoracales class incertae sedis				
OTU_14903	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14904	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_14905	Bacteria	Sva0485					
OTU_14906	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14907	Archaea	Nanoarchaeota					
OTU_14908	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_14909	Bacteria	Myxococcota	bacteriap25				
OTU_14910	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria	Candidatus Peregrinibacteria			
OTU_14911	Archaea	Lokiarchaeota					
OTU_14912	Bacteria	Fibrobacterota	Fibrobacteria				
OTU_14913	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14914	Bacteria	Acidobacteriota	AT-s3-28				
OTU_14915	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_14916	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_14917	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Limibacillus	
OTU_14918	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae		
OTU_14919	Bacteria	Planctomycetota	Phycisphaerae	MSBL9			
OTU_14920	Bacteria	Planctomycetota	vadinHA49				
OTU_14921	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_14922	Bacteria	Elusimicrobiota	Rs-M47				
OTU_14923	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales			
OTU_14924	Bacteria	Planctomycetota	Phycisphaerae	MSBL9			
OTU_14925	Bacteria	Verrucomicrobiota	Chlamydiae				
OTU_14926	Bacteria	Parcubacteria	GWA2-38-13b				
OTU_14927	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14928	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales			
OTU_14929	Bacteria	Myxococcota	bacteriap25				
OTU_14930	Archaea						
OTU_14931	Bacteria	Myxococcota	Polyangia	PS-B29			
OTU_14932	Bacteria	Desulfobacterota	Desulfarculia				
OTU_14933	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		
OTU_14934	Bacteria	Acidobacteriota	AT-s3-28				
OTU_14935	Archaea						
OTU_14936	Bacteria	Margulisbacteria					
OTU_14937	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14938	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales			
OTU_14939	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales			
OTU_14940	Bacteria	Zixibacteria					
OTU_14941	Bacteria	Planctomycetota	vadinHA49				
OTU_14942	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14943	Bacteria	Latescibacterota					
OTU_14944	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales			
OTU_14945	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales			
OTU_14946	Bacteria	Spirochaetota	Spirochaetia				
OTU_14947	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14948	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_14949	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales			
OTU_14950	Bacteria	Planctomycetota	OM190				
OTU_14951	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	
OTU_14952	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	
OTU_14953	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			
OTU_14954	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14955	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14956	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36		
OTU_14957							
OTU_14958	Bacteria						
OTU_14959	Bacteria	Acidobacteriota					
OTU_14960	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_14961	Bacteria	Dependentiae	Babeliae				
OTU_14962	Bacteria	Gracilibacteria phylum incertae sedis					
OTU_14963	Bacteria	Actinobacteriota	Coriobacteriia	OPB41			
OTU_14964	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14965	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14966	Bacteria	LCP-89					
OTU_14967	Bacteria	Firmicutes					
OTU_14968	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_14969	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales			
OTU_14970	Bacteria	Desulfobacterota					
OTU_14971	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_14972	Bacteria	Cloacimonadota	Cloacimonadia				
OTU_14973	Bacteria	Desulfobacterota	Desulfuromonadia				
OTU_14974	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae		
OTU_14975	Archaea	Euryarchaeota					
OTU_14976	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_14977	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409		
OTU_14978	Bacteria	Planctomycetota	BD7-11				
OTU_14979	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae		
OTU_14980	Bacteria	Planctomycetota	Phycisphaerae	CCM11a			
OTU_14981	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_14982	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_14983	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14984	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			
OTU_14985	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SM23-30		
OTU_14986	Bacteria	Planctomycetota	OM190				
OTU_14987	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	
OTU_14988	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales			
OTU_14989	Bacteria	Sumerlaeota	Sumerlaeia				
OTU_14990	Bacteria	Actinobacteriota	Coriobacteriia	OPB41			
OTU_14991	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_14992	Bacteria	Planctomycetota	OM190				
OTU_14993	Bacteria	Planctomycetota	Pla4 lineage				
OTU_14995	Bacteria	Acidobacteriota	d142				
OTU_14996	Bacteria	Planctomycetota	Phycisphaerae	MSBL9			
OTU_14997	Bacteria	Sumerlaeota	Sumerlaeia				
OTU_14998	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_14999	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales			
OTU_15000	Bacteria	Planctomycetota	Phycisphaerae	CCM11a			
OTU_15001	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_15002	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_15003	Bacteria	Bdellovibrionota	Oligoflexia				
OTU_15004	Bacteria	Planctomycetota	OM190				
OTU_15005	Bacteria	SAR324 clade(Marine group B)					
OTU_15006	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_15007	Bacteria	Bdellovibrionota	Oligoflexia				
OTU_15008	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5		
OTU_15009	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
OTU_15010	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_15011	Bacteria						
OTU_15012	Bacteria	Elusimicrobiota	Lineage IIb				
OTU_15013	Eukaryota (Chloroplast)	Pavlovophyceae (Chloroplast)	Pavlovales (Chloroplast)	Pavlovaceae (Chloroplast)	Pavlova (Chloroplast) (Pavlovaceae (Chloroplast))		
OTU_15014	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88			
OTU_15015	Bacteria	Planctomycetota	BD7-11				
OTU_15016	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum	
OTU_15017	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_15018	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales			
OTU_15019	Bacteria	Bacteroidota	Bacteroidia				
OTU_15020	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales			
OTU_15021	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales			
OTU_15022	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales			
OTU_15023	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales			
OTU_15024	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales			
OTU_15025	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales			
OTU_15026	Bacteria	Verrucomicrobiota	Lentisphaeria	SS1-B-02-17			
OTU_15027	Bacteria	Desulfobacterota	Desulfuromonadia	PB19			
OTU_15028	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU_15029	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_15030	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales			
OTU_15031	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
OTU_15032	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_15033	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	TG3		
OTU_15034	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_15035	Bacteria	Nitrospinota	P9X2b3D02				
OTU_15036	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece PCC-7002	
OTU_15037	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	
OTU_15038	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales			
OTU_15039	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_15040	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_15041	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales			
OTU_15042	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU_15043	Bacteria	Latescibacterota					
OTU_15044	Bacteria	WS1					
OTU_15045	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	
OTU_15046	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae		
OTU_15047	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_15048	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria	Candidatus Abawacabacteria			
OTU_15049	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU_15050	Bacteria	Margulisbacteria					
OTU_15051	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae		
OTU_15052	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU_15053	Bacteria	Proteobacteria	Gammaproteobacteria	I3A			
OTU_15054	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae		
OTU_15055	Bacteria	Planctomycetota	SGST604				
OTU_15056	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales			
OTU_15057	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales			
OTU_15058	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae		
OTU_15059	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU_15060							
OTU_15061	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales			
OTU_15062	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae		
OTU_15063	Bacteria	Myxococcota	bacteriap25				
OTU_15064	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales			
OTU_15065	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_15066	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_15067	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales			
OTU_15068	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales			
OTU_15069	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae		
OTU_15070	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae		
OTU_15071	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales			
OTU_15072	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			
OTU_15073	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales			
OTU_15074	Bacteria	Planctomycetota	Planctomycetes				
OTU_15075	Bacteria	Desulfobacterota	Desulfuromonadia	PB19			
OTU_15076	Bacteria	SAR324 clade(Marine group B)					
OTU_15077	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_15078	Bacteria	Gracilibacteria phylum incertae sedis					
OTU_15079	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007		
OTU_15080	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae		
OTU_15081	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	
OTU_15082	Bacteria	Planctomycetota	Pla3 lineage				
OTU_15083	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_15084	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales			
OTU_15085	Bacteria	Planctomycetota	OM190				
OTU_15086	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria	JGI 0000069-P22			
OTU_15087	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_15088	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales			
OTU_15089	Bacteria	Spirochaetota					
OTU_15090	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales			
OTU_15091	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales			
OTU_15092	Archaea	Nanoarchaeota					
OTU_15093	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_15094	Bacteria	Desulfobacterota	Desulfuromonadia	PB19			
OTU_15095	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales			
OTU_15096	Bacteria	Planctomycetota	OM190				
OTU_15097	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales			
OTU_15098	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales			
OTU_15099	Bacteria	Bacteroidota	Bacteroidia				
OTU_15100	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae		
OTU_15101	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales			
OTU_15102	Bacteria	Planctomycetota	OM190				
OTU_15103	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_15104	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	
OTU_15105	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU_15106	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales			
OTU_15107	Bacteria	SAR324 clade(Marine group B)					
OTU_15108	Bacteria	Bdellovibrionota	Bdellovibrionia				
OTU_15109	Eukaryota (Chloroplast)						
OTU_15110	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales			
OTU_15111	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales			
OTU_15112	Bacteria	Chloroflexi	KD4-96				
OTU_15113	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	
OTU_15114	Bacteria	Planctomycetota	Pla4 lineage				
OTU_15115	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007		
OTU_15116	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales			
OTU_15117	Bacteria	Spirochaetota	Leptospirae	Leptospirales			
OTU_15118	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales			
OTU_15119	Bacteria	Planctomycetota	028H05-P-BN-P5				
OTU_15120	Bacteria	Chloroflexi	Anaerolineae	Caldilineales			
OTU_15121	Bacteria	Planctomycetota	OM190				
