	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_1	Archaea	Geothermarchaeota					
OTU_2	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_3	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae		
OTU_4	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	
OTU_5	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_6	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
OTU_7	Bacteria	Desulfobacterota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae		
OTU_8	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
OTU_9	Eukaryota (Chloroplast)						
OTU_10	Bacteria	Acetothermia	Acetothermiia				
OTU_11	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22			
OTU_12	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Galenea	Galenea microaerophila
OTU_13	Bacteria	Thermosulfidibacterota	Thermosulfidibacteria	Thermosulfidibacterales			
OTU_14	Bacteria	Proteobacteria	Gammaproteobacteria	B2M28			
OTU_15	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
OTU_16	Archaea	Thermoplasmatota	Thermoplasmata	JdFR-43			
OTU_17	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae		
OTU_18	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_19	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_20	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales			
OTU_21	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_22	Bacteria	Acetothermia	Acetothermiia				
OTU_23	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_24	Bacteria	Thermosulfidibacterota	Thermosulfidibacteria	Thermosulfidibacterales			
OTU_25	Bacteria	Acetothermia	Acetothermiia				
OTU_26	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae		
OTU_27	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	
OTU_28	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thiogranum	
OTU_29	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	
OTU_30	Bacteria	Firmicutes	TTA-B61				
OTU_31	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
OTU_32	Archaea	Bathyarchaeota					
OTU_33	Bacteria	Sva0485					
OTU_34	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_35	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76	
OTU_36	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muriicola	
OTU_37	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales			
OTU_38	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22			
OTU_39	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_40	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiobios	
OTU_41	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arcticiflavibacter	
OTU_42	Bacteria	Calditrichota	Calditrichia	Calditrichales			
OTU_43	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae		
OTU_44	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_45	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_46	Bacteria	Chloroflexi	Anaerolineae	MSB-5E12			
OTU_47	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5		
OTU_48	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	
OTU_49	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	
OTU_50	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae		
OTU_51	Bacteria	Aerophobota	Aerophobia	Aerophobales			
OTU_52	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria	Absconditabacteriales (SR1)			
OTU_53	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_54	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	endosymbionts (Thiomicrospiraceae)	
OTU_55	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	
OTU_56	Bacteria	Calditrichota	Calditrichia	Calditrichales			
OTU_57	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU_58	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_59	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU_60	Bacteria						
OTU_61	Bacteria	Desulfobacterota	Incertae Sedis (Desulfobacterota)				
OTU_62	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_63	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales			
OTU_64	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales			
OTU_65	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
OTU_66	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
OTU_67	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas	
OTU_68	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_69	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36		
OTU_70	Archaea	Korarchaeota	Korarchaeia	Korarchaeales	Korarchaeaceae	Candidatus Korarchaeum	
OTU_71	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales			
OTU_72	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales			
OTU_73	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_74	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
OTU_75	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
OTU_76	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	
OTU_77	Bacteria						
OTU_78	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5		
OTU_79	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU_80	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
OTU_81	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	
OTU_82	Bacteria	Chloroflexi	Anaerolineae	SJA-15			
OTU_83	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	
OTU_84	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_85	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae		
OTU_86	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	
OTU_87	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales			
OTU_88	Bacteria	Proteobacteria	Gammaproteobacteria	1013-28-CG33			
OTU_89	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_90	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
OTU_91	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	
OTU_92	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_93	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_94	Bacteria	Calditrichota	Calditrichia	Calditrichales			
OTU_95	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_96	Archaea	Thermoplasmatota					
OTU_97	Bacteria	Acetothermia	Acetothermiia				
OTU_98	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2		
OTU_99	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_100	Bacteria	Latescibacterota					
OTU_101	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	
OTU_102	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae		
OTU_103	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade	
OTU_104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group		
OTU_105	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_106	Bacteria	Chloroflexi	Anaerolineae				
OTU_107	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix palaeochoryensis
OTU_108	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_109	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU_110	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae		
OTU_111	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_112	Bacteria	Chloroflexi	Anaerolineae	SJA-15			
OTU_113	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_114	Bacteria	Desulfobacterota					
OTU_115	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_116	Bacteria						
OTU_117	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_118	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		
OTU_119	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	
OTU_120	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_121	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_122	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_123	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae		
OTU_124	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	
OTU_125	Bacteria	Acetothermia					
OTU_126	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_127	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU_128	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae		
OTU_129	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_130	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
OTU_131	Bacteria	LCP-89					
OTU_132	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Calorithrix	
OTU_133	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_134	Archaea	Geothermarchaeota					
OTU_135	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	
OTU_136	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	
OTU_137	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_138	Bacteria						
OTU_139	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignisphaeraceae		
OTU_140	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maritimimonas	
OTU_141	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	LCP-80	
OTU_142	Bacteria	Chloroflexi	KD4-96				
OTU_143	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_144	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales			
OTU_145	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36		
OTU_146	Archaea	Bathyarchaeota					
OTU_147	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
OTU_148	Bacteria						
OTU_149	Bacteria	Chloroflexi	Dehalococcoidia	FW22			
OTU_150	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_151	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales			
OTU_152	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	
OTU_153	Bacteria	Planctomycetota	Brocadiae	SM23-32			
OTU_154	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	
OTU_155	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_156	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	
OTU_157	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_158	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_159	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_160	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae		
OTU_161	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76	
OTU_162	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae		
OTU_163	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
OTU_164	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_165	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_166	Bacteria	Marinimicrobia (SAR406 clade)					
OTU_167	Bacteria	Aerophobota	Aerophobia	Aerophobales			
OTU_168	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_169	Bacteria	Thermotogota	Thermotogae				
OTU_170	Bacteria	Marinimicrobia (SAR406 clade)					
OTU_171	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_172	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_173	Archaea						
OTU_174	Bacteria						
OTU_175	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_176	Bacteria	NB1-j					
OTU_177	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_178	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	
OTU_179	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae		
OTU_180	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_181	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade		
OTU_182	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	
OTU_183	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	
OTU_184	Bacteria	Chloroflexi	Dehalococcoidia	Napoli-4B-65			
OTU_185	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales			
OTU_186	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_187	Bacteria	Nitrospirota	Thermodesulfovibrionia				
OTU_188	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_189	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU_190	Bacteria	Thermosulfidibacterota	Thermosulfidibacteria	Thermosulfidibacterales			
OTU_191	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales			
OTU_192	Bacteria	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	Kosmotoga	
OTU_193	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae		
OTU_194	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae		
OTU_195	Bacteria						
OTU_196	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_197	Bacteria	Chloroflexi	Dehalococcoidia	Napoli-4B-65			
OTU_198	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	
OTU_199	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_200	Archaea	Bathyarchaeota					
OTU_201	Bacteria	Calditrichota	Calditrichia	Calditrichales			
OTU_202	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_203	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_204	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	
OTU_205	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU_206	Bacteria	Parcubacteria					
OTU_207	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU_208	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_209	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	
OTU_210	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_211	Bacteria	Planctomycetota	Planctomycetes	Pirellulales			
OTU_212	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU_214	Bacteria	Chloroflexi	Anaerolineae				
OTU_215	Bacteria	Sva0485					
OTU_216	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5		
OTU_217	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae		
OTU_218	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_219	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2		
OTU_220	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_221	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_222	Bacteria	Myxococcota	Polyangia	VHS-B3-70			
OTU_223	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae		
OTU_224	Bacteria	Desulfobacterota	Incertae Sedis (Desulfobacterota)				
OTU_225	Bacteria	Caldisericota	Caldisericia	Caldisericales			
OTU_226	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	
OTU_227	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_228	Bacteria	Acetothermia	Acetothermiia				
OTU_229	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2		
OTU_230	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales			
OTU_231	Archaea						
OTU_232	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU_233	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Cocleimonas	
OTU_234	Bacteria	Planctomycetota	Pla3 lineage				
OTU_235	Bacteria	Myxococcota	Polyangia	VHS-B3-70			
OTU_236	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae		
OTU_237	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus	
OTU_238	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	
OTU_239	Bacteria	Acetothermia	Acetothermiia				
OTU_240	Archaea	Bathyarchaeota					
OTU_241	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales			
OTU_242	Bacteria	Acetothermia	Acetothermiia				
OTU_243	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Thermotomaculum	
OTU_244	Bacteria	Thermotogota	Thermotogae				
OTU_245	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
OTU_246	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	MSBL7	
OTU_247	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae		
OTU_248	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	
OTU_249	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	
OTU_250	Bacteria	unclassified					
OTU_251	Bacteria	Actinobacteriota	WCHB1-81				
OTU_252	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	endosymbionts (Thiomicrospiraceae)	
OTU_253	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_254	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU_255	Bacteria	Bacteroidota	Kapabacteria class incertae sedis	Kapabacteria order incertae sedis	Kapabacteria family incertae sedis	Kapabacteria	Kapabacteriales
OTU_256	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU_257	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	
OTU_258	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_259	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_260	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180			
OTU_261	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_262	Bacteria	Chloroflexi	Anaerolineae				
OTU_263	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_264	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	
OTU_265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2		
OTU_266	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU_267	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_268	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_269	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	
OTU_270	Archaea	Aenigmarchaeota	Aenigmarchaeia	Aenigmarchaeales			
OTU_271	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215		
OTU_272	Archaea	Bathyarchaeota					
OTU_273	Bacteria	Latescibacterota					
OTU_274	Bacteria	Acetothermia					
OTU_275	Bacteria	Gemmatimonadota	PAUC43f marine benthic group				
OTU_276	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	
OTU_277	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales			
OTU_278	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_279	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_280	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae		
OTU_281	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU_282	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_283	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_284	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_285	Bacteria	Acetothermia	Acetothermiia				
OTU_286	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae		
OTU_287	Archaea	Thermoplasmatota					
OTU_288	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
OTU_289	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU_290	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_291	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
OTU_292	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae		
OTU_293	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU_294	Bacteria	Chloroflexi	Dehalococcoidia	GIF3			
OTU_295	Eukaryota (Chloroplast)						
OTU_296	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV			
OTU_297	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_298	Bacteria	Acidobacteriota	Vicinamibacteria	Acidobacteria group 17			
OTU_299	Bacteria	Schekmanbacteria					
OTU_300	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_301	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	
OTU_302	Bacteria						
OTU_303	Bacteria	Firmicutes	Bacilli	Bacillales			
OTU_304	Eukaryota (Chloroplast)						
OTU_305	Bacteria						
OTU_306	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	
OTU_307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	
OTU_308	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	
OTU_309	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae		
OTU_310	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_311	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae		
OTU_312	Bacteria	Chloroflexi	Anaerolineae				
OTU_313	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales			
OTU_314	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_315	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	
OTU_316	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_317	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_318	Bacteria	Proteobacteria	Gammaproteobacteria	pItb-vmat-80			
OTU_319	Bacteria	Acidobacteriota	Acidobacteria group 21				
